epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
39,0.6821,0.879,"[2.50615182 4.63990389 0.11485148 2.01359043 1.03608216 0.4661891
 1.05636254 2.28521734 2.37898032 3.49944961 2.51988998 4.41919425
 1.35654835 5.40338265 0.06621903 4.32652052 2.50801867 3.62433846
 0.8543687  1.13075142 4.91723416]",10.558
40,0.683,0.8395,"[2.50315443 4.64290192 0.11784981 2.01658911 1.03908142 0.4631897
 1.05336796 2.28821658 2.37598192 3.50244725 2.51689068 4.42218935
 1.35355549 5.40038312 0.0692084  4.32948937 2.50501961 3.62733767
 0.85138048 1.12775357 4.91423464]",10.4507
41,0.686,0.8138,"[2.50015715 4.64589971 0.12084799 2.01958768 1.04208064 0.46019036
 1.05037433 2.29121578 2.37298378 3.50544476 2.51389143 4.42518451
 1.35056253 5.39738363 0.07220081 4.33244555 2.50202063 3.6303368
 0.84839285 1.12475585 4.91123517]",10.3433
42,0.6821,0.8492,"[2.49715984 4.6488974  0.12384612 2.02258622 1.04507986 0.45719105
 1.04738124 2.29421498 2.3699858  3.50844227 2.51089219 4.42817994
 1.34756912 5.39438415 0.07519492 4.33538698 2.49902165 3.63333592
 0.84540508 1.12175811 4.9082357 ]",10.2357
43,0.6862,0.8185,"[2.49416257 4.6518949  0.12684414 2.0255847  1.04807906 0.45419178
 1.04438916 2.29721415 2.36698811 3.51143971 2.50789297 4.43117548
 1.34457551 5.39138469 0.07818998 4.33828008 2.49602273 3.63633499
 0.84241756 1.11876043 4.90523626]",10.1285
44,0.6843,0.8431,"[2.49116515 4.65489237 0.12984219 2.02858321 1.05107828 0.4511925
 1.04139749 2.30021336 2.36399055 3.51443726 2.50489373 4.43417139
 1.34158127 5.38838522 0.08118591 4.34093987 2.49302378 3.63933407
 0.83942935 1.11576265 4.90223681]",10.0228
45,0.6857,0.8277,"[2.488168   4.65788942 0.13283996 2.03158154 1.05407742 0.44819333
 1.03840812 2.30321249 2.36099361 3.51743454 2.50189457 4.43716705
 1.33858733 5.38538581 0.08418197 4.3382402  2.49002496 3.64233303
 0.83644248 1.11276508 4.89923744]",9.957
46,0.6867,0.8028,"[2.48517092 4.66088625 0.13583763 2.03457979 1.05707653 0.44519421
 1.03542052 2.30621159 2.35799712 3.52043173 2.49889544 4.4401627
 1.33559328 5.38238643 0.08717828 4.33537029 2.48702619 3.64533193
 0.83345625 1.10976754 4.8962381 ]",9.8922
47,0.6849,0.8261,"[2.48217367 4.66388315 0.1388354  2.03757812 1.06007568 0.44219506
 1.03243359 2.30921073 2.35500078 3.52342905 2.49589626 4.44315867
 1.33259863 5.37938702 0.09017506 4.33245549 2.48402737 3.64833088
 0.8304694  1.10676984 4.89323873]",9.8276
48,0.6869,0.7997,"[2.47917657 4.66687974 0.14183301 2.04057634 1.06307479 0.43919599
 1.02944984 2.31220983 2.3520052  3.52642622 2.49289713 4.44615452
 1.32960403 5.37638766 0.09317192 4.32951954 2.48102863 3.65132975
 0.82748351 1.10377222 4.8902394 ]",9.763
49,0.6871,0.8187,"[2.4761793  4.66987637 0.14483071 2.04357463 1.06607394 0.4361969
 1.02646779 2.31520898 2.34900998 3.5294235  2.48989795 4.44915064
 1.32660894 5.37338826 0.09616912 4.32656884 2.47802984 3.65432865
 0.82449706 1.10077446 4.88724006]",9.6984
50,0.6884,0.7841,"[2.47318236 4.67287237 0.14782805 2.04657268 1.06907298 0.43319796
 1.02349405 2.31820801 2.34601647 3.53242044 2.48689889 4.45214639
 1.32361423 5.37038895 0.09916619 4.3236127  2.47503122 3.65732739
 0.82151255 1.09777693 4.88424081]",9.6338
51,0.6868,0.8066,"[2.47018535 4.67586826 0.15082541 2.04957074 1.07207204 0.43019902
 1.02052701 2.32120706 2.34302411 3.53541742 2.48389981 4.4551423
 1.32061921 5.36738964 0.10216347 4.32064949 2.47203259 3.66032612
 0.81852787 1.09477932 4.88124156]",9.5691
52,0.6882,0.8111,"[2.46718833 4.67886393 0.15382271 2.05256877 1.07507108 0.42720013
 1.01757286 2.32420611 2.3400337  3.53841436 2.48090073 4.45813825
 1.31762403 5.36439033 0.10516087 4.31768156 2.46903399 3.66332483
 0.8155434  1.09178169 4.87824233]",9.5045
53,0.6905,0.7782,"[2.46419137 4.68185922 0.15681988 2.05556671 1.0780701  0.42420131
 1.01466646 2.32720513 2.33704745 3.54141121 2.47790169 4.46113417
 1.31462877 5.36139106 0.10815834 4.31471028 2.46603545 3.66632347
 0.81255948 1.08878408 4.87524314]",9.4396
54,0.6887,0.8011,"[2.46119483 4.68485345 0.15981653 2.05856432 1.08106897 0.42120271
 1.01246274 2.330204   2.33407242 3.54440758 2.47490279 4.46412959
 1.31163404 5.3583919  0.11115558 4.31173925 2.46303715 3.66932187
 0.80957812 1.08578678 4.87224408]",9.372
55,0.6908,0.7738,"[2.4581985  4.6878469  0.16281286 2.06156173 1.08406776 0.41820426
 1.01529392 2.3332028  2.3311507  3.54740368 2.47190398 4.46712481
 1.30863948 5.35539281 0.11415276 4.308767   2.46003901 3.67232012
 0.80659824 1.0827896  4.86924511]",9.2841
56,0.6915,0.7385,"[2.45520285 4.69083864 0.16580833 2.06455862 1.08706632 0.41520617
 1.01820526 2.33620137 2.33213044 3.55039905 2.4689054  4.47011933
 1.3056458  5.35239391 0.11714956 4.30579731 2.45704126 3.67531802
 0.80362262 1.07979289 4.86624635]",9.1834
57,0.6893,0.7651,"[2.45220738 4.69382982 0.1688035  2.06755541 1.09006483 0.41220819
 1.02114286 2.33919989 2.33507463 3.55339428 2.46590688 4.47311382
 1.30265235 5.34939506 0.12014632 4.30282934 2.45404361 3.67831583
 0.80064849 1.07679625 4.86324765]",9.0754
58,0.6914,0.7403,"[2.4492115  4.69682161 0.17179902 2.07055251 1.0930635  0.40921005
 1.02409638 2.34219856 2.33804171 3.55639    2.46290822 4.476109
 1.29965825 5.34639611 0.12314345 4.29985955 2.45104574 3.68131384
 0.79767249 1.07379925 4.86024884]",8.9659
59,0.691,0.7603,"[2.4462161  4.69981214 0.17479388 2.07354931 1.09606202 0.40621216
 1.02705507 2.34519709 2.34101642 3.55938529 2.45990973 4.47910382
 1.29666481 5.34339729 0.12614033 4.29689358 2.44804814 3.68431161
 0.79469973 1.07080253 4.85725017]",8.8552
60,0.691,0.7445,"[2.44322297 4.70279706 0.17778581 2.07654453 1.09905983 0.40321539
 1.03000584 2.34819488 2.3439886  3.56237836 2.45691201 4.48209641
 1.29367464 5.34039906 0.12913581 4.2939436  2.44505176 3.68730824
 0.79174131 1.06780731 4.85425218]",8.7433
61,0.6922,0.7332,"[2.44022849 4.70578474 0.18077924 2.07954072 1.10205808 0.40021801
 1.03296952 2.35119313 2.34696936 3.56537284 2.45391384 4.48509063
 1.29068246 5.33740049 0.13213226 4.29098489 2.44205467 3.69030555
 0.78877518 1.06481108 4.8512538 ]",8.6303
