epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
98,0.6929,0.6714,"[3.61822953 4.54930381 0.30220011 2.11520412 0.62094807 0.27707575
 0.86925125 1.86999734 2.19206707]",0.4109
99,0.6932,0.7156,"[3.62679817 4.55384794 0.30655637 2.119487   0.61668677 0.28153987
 0.86467971 1.86570808 2.18785924]",0.4041
100,0.6933,0.6827,"[3.63162164 4.55420238 0.30672924 2.11960633 0.61657855 0.28179128
 0.86426362 1.86558108 2.18777619]",0.4025
101,0.6932,0.6902,"[3.63756622 4.55029575 0.30276743 2.11562931 0.6205578  0.2778489
 0.86813617 1.86955556 2.19176058]",0.4047
102,0.6933,0.684,"[3.64414931 4.55409779 0.30668835 2.11957339 0.6166075  0.28172793
 0.86435558 1.8656136  2.18779754]",0.3992
103,0.6933,0.703,"[3.64886437 4.55762629 0.31045938 2.12341007 0.61275482 0.28540617
 0.86087979 1.86178515 2.18391033]",0.3947
104,0.6932,0.6898,"[3.65144578 4.55805176 0.3107161  2.12359665 0.61258344 0.28573577
 0.86039999 1.86158691 2.18377387]",0.3938
105,0.6933,0.6731,"[3.65249403 4.55577268 0.30854709 2.12147036 0.61469906 0.28351932
 0.86268132 1.86372007 2.18586594]",0.3954
106,0.6932,0.6912,"[3.65311887 4.55590704 0.30864588 2.12153986 0.61463458 0.28363686
 0.86252454 1.86364408 2.18581318]",0.3951
107,0.693,0.6839,"[3.65577529 4.55009794 0.30272747 2.11559348 0.6205865  0.27775473
 0.86828425 1.86958684 2.19177724]",0.4
108,0.6933,0.7119,"[3.67076524 4.55092078 0.30309081 2.11584436 0.62036207 0.27826282
 0.86732316 1.86932372 2.19160901]",0.3958
109,0.6931,0.6826,"[3.67660561 4.55259697 0.30494479 2.11774372 0.61845233 0.28006656
 0.86570095 1.86743083 2.18967813]",0.3927
110,0.6931,0.7054,"[3.68082199 4.55811941 0.31070215 2.12357627 0.61260425 0.28575851
 0.86027176 1.8616119  2.18379814]",0.3868
111,0.6932,0.6871,"[3.68290304 4.55556892 0.30829435 2.12124892 0.61490998 0.28329405
 0.8628239  1.86395402 2.18605391]",0.3883
112,0.6933,0.67,"[3.68787776 4.54762306 0.30024804 2.11319126 0.62296588 0.27526067
 0.87066538 1.8720091  2.1941035 ]",0.3948
113,0.6933,0.6817,"[3.69671445 4.55585191 0.30841842 2.12131345 0.61485252 0.28345079
 0.86241242 1.86387529 2.18600905]",0.3852
114,0.6933,0.7085,"[3.69954868 4.55243464 0.30472259 2.11751536 0.61866928 0.27981954
 0.86567095 1.8676533  2.18986362]",0.3878
115,0.6931,0.7051,"[3.70428235 4.55593417 0.30842203 2.12129979 0.61486704 0.28347002
 0.86224175 1.86388665 2.186025  ]",0.3836
116,0.6931,0.7185,"[3.70659027 4.55784231 0.31039109 2.12327976 0.61288458 0.28542794
 0.86036258 1.86190835 2.18403807]",0.3816
117,0.6931,0.7022,"[3.70874288 4.55587028 0.30840773 2.12128946 0.61487568 0.28344745
 0.86231574 1.86389739 2.18603115]",0.3827
118,0.6931,0.7146,"[3.71155707 4.55593054 0.30861941 2.12156327 0.6145899  0.28362408
 0.86231159 1.86363635 2.18572432]",0.3821
119,0.6931,0.6971,"[3.71508987 4.55509315 0.30760189 2.12043347 0.61574466 0.28264644
 0.86303994 1.86473742 2.18693631]",0.3822
120,0.6932,0.6856,"[3.71872016 4.55310958 0.30559817 2.11842587 0.61775195 0.28064312
 0.86497577 1.86674445 2.18894291]",0.3832
121,0.6932,0.695,"[3.72523998 4.55681053 0.30941609 2.1222976  0.61386952 0.28444049
 0.86132629 1.86288527 2.18503986]",0.3788
122,0.693,0.6542,"[3.72533455 4.55334269 0.30590854 2.11870963 0.61747553 0.28094565
 0.86478947 1.86644827 2.18868507]",0.3817
123,0.6929,0.7049,"[3.73311894 4.55188746 0.30422414 2.1169255  0.61927821 0.27930039
 0.86609745 1.86821086 2.19052441]",0.3817
124,0.6931,0.6966,"[3.74247127 4.55564338 0.30810826 2.12085106 0.6153451  0.28317016
 0.86243127 1.86429434 2.18657792]",0.3769
125,0.6933,0.6769,"[3.74932044 4.55965256 0.31218454 2.12492736 0.6112718  0.28724754
 0.85852772 1.86021797 2.18251354]",0.3728
126,0.693,0.6843,"[3.74876845 4.55723357 0.30993322 2.12275892 0.61342599 0.28497959
 0.86105308 1.86240835 2.18464288]",0.3745
127,0.6933,0.6814,"[3.75067132 4.5554258  0.30804155 2.12082542 0.61536549 0.28309388
 0.86276643 1.86433135 2.18659281]",0.3757
128,0.6931,0.6831,"[3.75491316 4.55375392 0.30623461 2.11895301 0.61724914 0.28129897
 0.86432924 1.86618826 2.1884971 ]",0.3764
129,0.6932,0.7158,"[3.75889775 4.55389489 0.30631503 2.11900171 0.61720486 0.28138205
 0.86411345 1.86613153 2.18846035]",0.3758
130,0.6933,0.6819,"[3.76333623 4.55767021 0.31020364 2.12293148 0.61326813 0.28526311
 0.86043309 1.86221187 2.18451206]",0.3721
131,0.6932,0.6721,"[3.76370943 4.5556999  0.30822548 2.12094321 0.61525729 0.28328346
 0.86237256 1.8641973  2.1865026 ]",0.3736
132,0.6932,0.6869,"[3.7648425  4.55570104 0.3082405  2.12095413 0.61524688 0.28329724
 0.86238711 1.86418512 2.18649336]",0.3734
133,0.6932,0.6934,"[3.76755287 4.55547917 0.30811361 2.1208684  0.61532491 0.28316427
 0.86266508 1.86428131 2.1865582 ]",0.3731
134,0.6926,0.735,"[3.77084322 4.55918286 0.31196746 2.12477745 0.61140677 0.28701047
 0.85910356 1.86038584 2.18262507]",0.3699
